event_id,conversation_id,timestamp,event_type,state_before,state_after,source,payload
evt_00862,conv_0086,2026-06-02 10:07:00,conversation_started,none,idle,system,"{""channel"":""WhatsApp""}"
evt_00863,conv_0086,2026-06-02 10:08:00,message_received,idle,message_received,bot,"{""message_id"":""msg_00422""}"
evt_00864,conv_0086,2026-06-02 10:09:00,intent_detected,message_received,intent_detected,llm,"{""intent"":""new_service_request"",""confidence"":0.9}"
evt_00865,conv_0086,2026-06-02 10:10:00,scenario_selected,intent_detected,scenario_active,fsm,"{""scenario"":""new_service_request""}"
evt_00866,conv_0086,2026-06-02 10:12:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""service"",""value"":""Window tinting""}"
evt_00867,conv_0086,2026-06-02 10:13:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""car"",""value"":""Volkswagen Tiguan""}"
evt_00868,conv_0086,2026-06-02 10:14:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""phone"",""value"":""+7 999 186-96-88""}"
evt_00869,conv_0086,2026-06-02 10:21:00,handoff_ready,collecting_fields,handoff_ready,fsm,"{""request_id"":""req_0086""}"
evt_00870,conv_0086,2026-06-02 10:22:00,handoff_sent,handoff_ready,handoff_sent,fsm,"{""request_id"":""req_0086""}"
evt_00871,conv_0086,2026-06-02 10:27:00,request_closed,handoff_sent,request_closed,fsm,"{""request_id"":""req_0086""}"
evt_02144,conv_0222,2026-06-02 12:28:00,conversation_started,none,idle,system,"{""channel"":""WhatsApp""}"
evt_02145,conv_0222,2026-06-02 12:29:00,message_received,idle,message_received,bot,"{""message_id"":""msg_01091""}"
evt_02146,conv_0222,2026-06-02 12:30:00,intent_detected,message_received,intent_detected,llm,"{""intent"":""cancel_or_reschedule"",""confidence"":0.85}"
evt_02147,conv_0222,2026-06-02 12:31:00,scenario_selected,intent_detected,scenario_active,fsm,"{""scenario"":""cancel_or_reschedule""}"
evt_00054,conv_0006,2026-06-02 12:32:00,conversation_started,none,idle,system,"{""channel"":""Telegram""}"
evt_00055,conv_0006,2026-06-02 12:33:00,message_received,idle,message_received,bot,"{""message_id"":""msg_00027""}"
evt_02148,conv_0222,2026-06-02 12:33:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""phone"",""value"":""+7 999 322-52-46""}"
evt_00056,conv_0006,2026-06-02 12:34:00,intent_detected,message_received,intent_detected,llm,"{""intent"":""new_service_request"",""confidence"":0.92}"
evt_02149,conv_0222,2026-06-02 12:34:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""booking_reference"",""value"":""BK-2222""}"
evt_00057,conv_0006,2026-06-02 12:35:00,scenario_selected,intent_detected,scenario_active,fsm,"{""scenario"":""new_service_request""}"
evt_02150,conv_0222,2026-06-02 12:35:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""cancel_or_reschedule_action"",""value"":""reschedule""}"
evt_00058,conv_0006,2026-06-02 12:37:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""service"",""value"":""PPF elements""}"
evt_00059,conv_0006,2026-06-02 12:38:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""car"",""value"":""Audi A6""}"
evt_00060,conv_0006,2026-06-02 12:39:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""phone"",""value"":""+7 999 106-16-28""}"
evt_02151,conv_0222,2026-06-02 12:42:00,handoff_ready,collecting_fields,handoff_ready,fsm,"{""request_id"":""req_0222""}"
evt_02152,conv_0222,2026-06-02 12:43:00,handoff_sent,handoff_ready,handoff_sent,fsm,"{""request_id"":""req_0222""}"
evt_00061,conv_0006,2026-06-02 12:46:00,handoff_ready,collecting_fields,handoff_ready,fsm,"{""request_id"":""req_0006""}"
evt_00062,conv_0006,2026-06-02 12:47:00,handoff_sent,handoff_ready,handoff_sent,fsm,"{""request_id"":""req_0006""}"
evt_02153,conv_0222,2026-06-02 12:48:00,request_closed,handoff_sent,request_closed,fsm,"{""request_id"":""req_0222""}"
evt_00063,conv_0006,2026-06-02 12:52:00,request_closed,handoff_sent,request_closed,fsm,"{""request_id"":""req_0006""}"
evt_01054,conv_0105,2026-06-02 14:18:00,conversation_started,none,idle,system,"{""channel"":""Avito""}"
evt_01055,conv_0105,2026-06-02 14:19:00,message_received,idle,message_received,bot,"{""message_id"":""msg_00511""}"
evt_01056,conv_0105,2026-06-02 14:20:00,intent_detected,message_received,intent_detected,llm,"{""intent"":""new_service_request"",""confidence"":0.91}"
evt_01057,conv_0105,2026-06-02 14:21:00,scenario_selected,intent_detected,scenario_active,fsm,"{""scenario"":""new_service_request""}"
evt_01058,conv_0105,2026-06-02 14:23:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""service"",""value"":""Interior dry cleaning""}"
evt_01059,conv_0105,2026-06-02 14:24:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""car"",""value"":""BMW X5""}"
evt_01060,conv_0105,2026-06-02 14:25:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""phone"",""value"":""+7 999 205-25-55""}"
evt_01061,conv_0105,2026-06-02 14:32:00,handoff_ready,collecting_fields,handoff_ready,fsm,"{""request_id"":""req_0105""}"
evt_01062,conv_0105,2026-06-02 14:33:00,handoff_sent,handoff_ready,handoff_sent,fsm,"{""request_id"":""req_0105""}"
evt_01063,conv_0105,2026-06-02 14:38:00,request_closed,handoff_sent,request_closed,fsm,"{""request_id"":""req_0105""}"
evt_01302,conv_0129,2026-06-02 14:54:00,conversation_started,none,idle,system,"{""channel"":""Telegram""}"
evt_01303,conv_0129,2026-06-02 14:55:00,message_received,idle,message_received,bot,"{""message_id"":""msg_00632""}"
evt_01304,conv_0129,2026-06-02 14:56:00,intent_detected,message_received,intent_detected,llm,"{""intent"":""price_consultation"",""confidence"":0.94}"
evt_01305,conv_0129,2026-06-02 14:57:00,scenario_selected,intent_detected,scenario_active,fsm,"{""scenario"":""price_consultation""}"
evt_01306,conv_0129,2026-06-02 14:59:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""service"",""value"":""Window tinting""}"
evt_01307,conv_0129,2026-06-02 15:00:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""car"",""value"":""Mercedes-Benz E-Class""}"
evt_01308,conv_0129,2026-06-02 15:01:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""phone"",""value"":""+7 999 229-49-37""}"
evt_00741,conv_0074,2026-06-02 15:06:00,conversation_started,none,idle,system,"{""channel"":""Website""}"
evt_00742,conv_0074,2026-06-02 15:07:00,message_received,idle,message_received,bot,"{""message_id"":""msg_00365""}"
evt_01309,conv_0129,2026-06-02 15:07:00,price_orientation_given,collecting_fields,price_answered,bot,"{""service"":""Window tinting""}"
evt_00743,conv_0074,2026-06-02 15:08:00,intent_detected,message_received,intent_detected,llm,"{""intent"":""new_service_request"",""confidence"":0.83}"
evt_01310,conv_0129,2026-06-02 15:08:00,handoff_ready,collecting_fields,handoff_ready,fsm,"{""request_id"":""req_0129""}"
evt_00744,conv_0074,2026-06-02 15:09:00,scenario_selected,intent_detected,scenario_active,fsm,"{""scenario"":""new_service_request""}"
evt_01311,conv_0129,2026-06-02 15:09:00,handoff_sent,handoff_ready,handoff_sent,fsm,"{""request_id"":""req_0129""}"
evt_00745,conv_0074,2026-06-02 15:11:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""service"",""value"":""Chrome delete""}"
evt_00746,conv_0074,2026-06-02 15:12:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""car"",""value"":""Hyundai Santa Fe""}"
evt_00747,conv_0074,2026-06-02 15:13:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""phone"",""value"":""+7 999 174-84-52""}"
evt_01312,conv_0129,2026-06-02 15:14:00,request_closed,handoff_sent,request_closed,fsm,"{""request_id"":""req_0129""}"
evt_00748,conv_0074,2026-06-02 15:20:00,handoff_ready,collecting_fields,handoff_ready,fsm,"{""request_id"":""req_0074""}"
evt_00749,conv_0074,2026-06-02 15:21:00,handoff_sent,handoff_ready,handoff_sent,fsm,"{""request_id"":""req_0074""}"
evt_00750,conv_0074,2026-06-02 15:26:00,request_closed,handoff_sent,request_closed,fsm,"{""request_id"":""req_0074""}"
evt_00518,conv_0052,2026-06-02 16:35:00,conversation_started,none,idle,system,"{""channel"":""Telegram""}"
evt_00519,conv_0052,2026-06-02 16:36:00,message_received,idle,message_received,bot,"{""message_id"":""msg_00257""}"
evt_00520,conv_0052,2026-06-02 16:37:00,intent_detected,message_received,intent_detected,llm,"{""intent"":""new_service_request"",""confidence"":0.94}"
evt_00521,conv_0052,2026-06-02 16:38:00,scenario_selected,intent_detected,scenario_active,fsm,"{""scenario"":""new_service_request""}"
evt_00522,conv_0052,2026-06-02 16:40:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""service"",""value"":""PPF elements""}"
evt_00523,conv_0052,2026-06-02 16:41:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""car"",""value"":""Geely Monjaro""}"
evt_00524,conv_0052,2026-06-02 16:42:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""phone"",""value"":""+7 999 152-62-76""}"
evt_00525,conv_0052,2026-06-02 16:49:00,handoff_ready,collecting_fields,handoff_ready,fsm,"{""request_id"":""req_0052""}"
evt_00526,conv_0052,2026-06-02 16:50:00,handoff_sent,handoff_ready,handoff_sent,fsm,"{""request_id"":""req_0052""}"
evt_00527,conv_0052,2026-06-02 16:55:00,request_closed,handoff_sent,request_closed,fsm,"{""request_id"":""req_0052""}"
evt_01808,conv_0174,2026-06-02 16:56:00,conversation_started,none,idle,system,"{""channel"":""WhatsApp""}"
evt_01809,conv_0174,2026-06-02 16:57:00,message_received,idle,message_received,bot,"{""message_id"":""msg_00858""}"
evt_01810,conv_0174,2026-06-02 16:58:00,intent_detected,message_received,intent_detected,llm,"{""intent"":""price_consultation"",""confidence"":0.86}"
evt_01811,conv_0174,2026-06-02 16:59:00,scenario_selected,intent_detected,scenario_active,fsm,"{""scenario"":""price_consultation""}"
evt_01812,conv_0174,2026-06-02 17:01:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""service"",""value"":""PPF elements""}"
evt_01813,conv_0174,2026-06-02 17:02:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""car"",""value"":""Honda Accord 8""}"
evt_01814,conv_0174,2026-06-02 17:03:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""phone"",""value"":""+7 999 274-94-82""}"
evt_01815,conv_0174,2026-06-02 17:09:00,price_orientation_given,collecting_fields,price_answered,bot,"{""service"":""PPF elements""}"
evt_01816,conv_0174,2026-06-02 17:10:00,handoff_ready,collecting_fields,handoff_ready,fsm,"{""request_id"":""req_0174""}"
evt_01817,conv_0174,2026-06-02 17:11:00,handoff_sent,handoff_ready,handoff_sent,fsm,"{""request_id"":""req_0174""}"
evt_01818,conv_0174,2026-06-02 17:16:00,request_closed,handoff_sent,request_closed,fsm,"{""request_id"":""req_0174""}"
evt_01896,conv_0187,2026-06-02 18:10:00,conversation_started,none,idle,system,"{""channel"":""WhatsApp""}"
evt_01897,conv_0187,2026-06-02 18:11:00,message_received,idle,message_received,bot,"{""message_id"":""msg_00922""}"
evt_01898,conv_0187,2026-06-02 18:12:00,intent_detected,message_received,intent_detected,llm,"{""intent"":""general_question"",""confidence"":0.95}"
evt_01899,conv_0187,2026-06-02 18:13:00,scenario_selected,intent_detected,scenario_active,fsm,"{""scenario"":""general_question""}"
evt_01900,conv_0187,2026-06-02 18:17:00,answer_sent,scenario_active,answered,bot,"{""answer_type"":""general""}"
evt_01901,conv_0187,2026-06-02 18:18:00,conversation_closed,answered,conversation_closed,fsm,"{""reason"":""answered""}"
evt_02104,conv_0218,2026-06-02 18:57:00,conversation_started,none,idle,system,"{""channel"":""WhatsApp""}"
evt_02105,conv_0218,2026-06-02 18:58:00,message_received,idle,message_received,bot,"{""message_id"":""msg_01070""}"
evt_02106,conv_0218,2026-06-02 18:59:00,intent_detected,message_received,intent_detected,llm,"{""intent"":""cancel_or_reschedule"",""confidence"":0.9}"
evt_02107,conv_0218,2026-06-02 19:00:00,scenario_selected,intent_detected,scenario_active,fsm,"{""scenario"":""cancel_or_reschedule""}"
evt_00407,conv_0041,2026-06-02 19:01:00,conversation_started,none,idle,system,"{""channel"":""WhatsApp""}"
evt_00408,conv_0041,2026-06-02 19:02:00,message_received,idle,message_received,bot,"{""message_id"":""msg_00202""}"
evt_02108,conv_0218,2026-06-02 19:02:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""phone"",""value"":""+7 999 318-48-34""}"
evt_00409,conv_0041,2026-06-02 19:03:00,intent_detected,message_received,intent_detected,llm,"{""intent"":""new_service_request"",""confidence"":0.91}"
evt_02109,conv_0218,2026-06-02 19:03:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""booking_reference"",""value"":""BK-2218""}"
evt_00410,conv_0041,2026-06-02 19:04:00,scenario_selected,intent_detected,scenario_active,fsm,"{""scenario"":""new_service_request""}"
evt_02110,conv_0218,2026-06-02 19:04:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""cancel_or_reschedule_action"",""value"":""reschedule""}"
evt_00411,conv_0041,2026-06-02 19:06:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""service"",""value"":""Ceramic coating""}"
evt_00412,conv_0041,2026-06-02 19:07:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""car"",""value"":""Range Rover Sport""}"
evt_00413,conv_0041,2026-06-02 19:08:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""phone"",""value"":""+7 999 141-51-43""}"
evt_02111,conv_0218,2026-06-02 19:11:00,handoff_ready,collecting_fields,handoff_ready,fsm,"{""request_id"":""req_0218""}"
evt_02112,conv_0218,2026-06-02 19:12:00,handoff_sent,handoff_ready,handoff_sent,fsm,"{""request_id"":""req_0218""}"
evt_00414,conv_0041,2026-06-02 19:15:00,handoff_ready,collecting_fields,handoff_ready,fsm,"{""request_id"":""req_0041""}"
evt_00415,conv_0041,2026-06-02 19:16:00,handoff_sent,handoff_ready,handoff_sent,fsm,"{""request_id"":""req_0041""}"
evt_02113,conv_0218,2026-06-02 19:17:00,request_closed,handoff_sent,request_closed,fsm,"{""request_id"":""req_0218""}"
evt_00416,conv_0041,2026-06-02 19:21:00,request_closed,handoff_sent,request_closed,fsm,"{""request_id"":""req_0041""}"
evt_00013,conv_0002,2026-06-02 19:56:00,conversation_started,none,idle,system,"{""channel"":""WhatsApp""}"
evt_00014,conv_0002,2026-06-02 19:57:00,message_received,idle,message_received,bot,"{""message_id"":""msg_00005""}"
evt_00015,conv_0002,2026-06-02 19:58:00,intent_detected,message_received,intent_detected,llm,"{""intent"":""new_service_request"",""confidence"":0.85}"
evt_00016,conv_0002,2026-06-02 19:59:00,scenario_selected,intent_detected,scenario_active,fsm,"{""scenario"":""new_service_request""}"
evt_00017,conv_0002,2026-06-02 20:01:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""service"",""value"":""Chrome delete""}"
evt_00018,conv_0002,2026-06-02 20:02:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""car"",""value"":""Toyota Camry""}"
evt_00019,conv_0002,2026-06-02 20:03:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""phone"",""value"":""+7 999 102-12-16""}"
evt_00020,conv_0002,2026-06-02 20:10:00,handoff_ready,collecting_fields,handoff_ready,fsm,"{""request_id"":""req_0002""}"
evt_00021,conv_0002,2026-06-02 20:11:00,handoff_sent,handoff_ready,handoff_sent,fsm,"{""request_id"":""req_0002""}"
evt_00022,conv_0002,2026-06-02 20:16:00,request_closed,handoff_sent,request_closed,fsm,"{""request_id"":""req_0002""}"
evt_00781,conv_0078,2026-06-03 09:09:00,conversation_started,none,idle,system,"{""channel"":""Telegram""}"
evt_00782,conv_0078,2026-06-03 09:10:00,message_received,idle,message_received,bot,"{""message_id"":""msg_00381""}"
evt_00783,conv_0078,2026-06-03 09:11:00,intent_detected,message_received,intent_detected,llm,"{""intent"":""new_service_request"",""confidence"":0.89}"
evt_00784,conv_0078,2026-06-03 09:12:00,scenario_selected,intent_detected,scenario_active,fsm,"{""scenario"":""new_service_request""}"
evt_00785,conv_0078,2026-06-03 09:14:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""service"",""value"":""Interior dry cleaning""}"
evt_00786,conv_0078,2026-06-03 09:15:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""car"",""value"":""Range Rover Sport""}"
evt_00787,conv_0078,2026-06-03 09:16:00,field_collected,scenario_active,collecting_fields,fsm,"{""field"":""phone"",""value"":""+7 999 178-88-64""}"
evt_00788,conv_0078,2026-06-03 09:23:00,handoff_ready,collecting_fields,handoff_ready,fsm,"{""request_id"":""req_0078""}"
evt_00789,conv_0078,2026-06-03 09:24:00,handoff_sent,handoff_ready,handoff_sent,fsm,"{""request_id"":""req_0078""}"
evt_02074,conv_0215,2026-06-03 09:25:00,conversation_started,none,idle,system,"{""channel"":""Telegram""}"
evt_02075,conv_0215,2026-06-03 09:26:00,message_received,idle,message_received,bot,"{""message_id"":""msg_01056""}"
