request_id,conversation_id,service,status,current_step,required_fields,collected_fields,missing_fields,handoff_ready,handoff_sent,manager_summary
req_0032,conv_0032,Ceramic coating,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Ceramic coating, авто: Volkswagen Tiguan, телефон: +7 999 132-42-16"
req_0033,conv_0033,Full PPF wrap,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Full PPF wrap, авто: Kia K5, телефон: +7 999 133-43-19"
req_0034,conv_0034,Interior dry cleaning,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Interior dry cleaning, авто: Skoda Octavia, телефон: +7 999 134-44-22"
req_0035,conv_0035,Window tinting,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Window tinting, авто: Mercedes-Benz E-Class, телефон: +7 999 135-45-25"
req_0036,conv_0036,Detailing wash,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Detailing wash, авто: Skoda Octavia, телефон: +7 999 136-46-28"
req_0037,conv_0037,Chrome delete,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Chrome delete, авто: Tesla Model 3, телефон: +7 999 137-47-31"
req_0038,conv_0038,Chrome delete,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Chrome delete, авто: Porsche Macan, телефон: +7 999 138-48-34"
req_0039,conv_0039,PPF elements,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: PPF elements, авто: Lexus RX, телефон: +7 999 139-49-37"
req_0040,conv_0040,Ceramic coating,request_closed,request_closed,service;car;phone,car;phone,service,yes,yes,"Заявка: Ceramic coating, авто: BMW X5, телефон: +7 999 140-50-40"
req_0041,conv_0041,Ceramic coating,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Ceramic coating, авто: Range Rover Sport, телефон: +7 999 141-51-43"
req_0042,conv_0042,Window tinting,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Window tinting, авто: Audi A6, телефон: +7 999 142-52-46"
req_0043,conv_0043,Window tinting,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Window tinting, авто: Toyota Camry, телефон: +7 999 143-53-49"
req_0044,conv_0044,Full PPF wrap,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Full PPF wrap, авто: Kia K5, телефон: +7 999 144-54-52"
req_0045,conv_0045,Ceramic coating,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Ceramic coating, авто: Lexus RX, телефон: +7 999 145-55-55"
req_0046,conv_0046,Ceramic coating,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Ceramic coating, авто: Mercedes-Benz E-Class, телефон: +7 999 146-56-58"
req_0047,conv_0047,Detailing wash,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Detailing wash, авто: Toyota Camry, телефон: +7 999 147-57-61"
req_0048,conv_0048,Full PPF wrap,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Full PPF wrap, авто: Audi A6, телефон: +7 999 148-58-64"
req_0049,conv_0049,Interior dry cleaning,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Interior dry cleaning, авто: Range Rover Sport, телефон: +7 999 149-59-67"
req_0050,conv_0050,PPF elements,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: PPF elements, авто: Volkswagen Tiguan, телефон: +7 999 150-60-70"
req_0051,conv_0051,Paint correction,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Paint correction, авто: Mazda CX-5, телефон: +7 999 151-61-73"
req_0052,conv_0052,PPF elements,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: PPF elements, авто: Geely Monjaro, телефон: +7 999 152-62-76"
req_0053,conv_0053,Full PPF wrap,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Full PPF wrap, авто: Volkswagen Tiguan, телефон: +7 999 153-63-79"
req_0054,conv_0054,Window tinting,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Window tinting, авто: Lexus RX, телефон: +7 999 154-64-82"
req_0055,conv_0055,Full PPF wrap,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Full PPF wrap, авто: Porsche Macan, телефон: +7 999 155-65-85"
req_0056,conv_0056,Chrome delete,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Chrome delete, авто: Range Rover Sport, телефон: +7 999 156-66-88"
req_0057,conv_0057,Detailing wash,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Detailing wash, авто: Geely Monjaro, телефон: +7 999 157-67-91"
req_0058,conv_0058,Paint correction,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Paint correction, авто: Geely Monjaro, телефон: +7 999 158-68-94"
req_0059,conv_0059,Window tinting,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Window tinting, авто: Kia K5, телефон: +7 999 159-69-97"
req_0060,conv_0060,Paint correction,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Paint correction, авто: Hyundai Santa Fe, телефон: +7 999 160-70-10"
req_0061,conv_0061,Interior dry cleaning,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Interior dry cleaning, авто: BMW X5, телефон: +7 999 161-71-13"
req_0062,conv_0062,Chrome delete,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Chrome delete, авто: Mazda CX-5, телефон: +7 999 162-72-16"
req_0063,conv_0063,Detailing wash,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Detailing wash, авто: Mercedes-Benz E-Class, телефон: +7 999 163-73-19"
req_0064,conv_0064,Paint correction,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Paint correction, авто: Honda Accord 8, телефон: +7 999 164-74-22"
req_0065,conv_0065,Detailing wash,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Detailing wash, авто: Toyota Camry, телефон: +7 999 165-75-25"
req_0066,conv_0066,Chrome delete,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Chrome delete, авто: Volkswagen Tiguan, телефон: +7 999 166-76-28"
req_0067,conv_0067,Chrome delete,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Chrome delete, авто: Mazda CX-5, телефон: +7 999 167-77-31"
req_0068,conv_0068,Full PPF wrap,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Full PPF wrap, авто: BMW X5, телефон: +7 999 168-78-34"
req_0069,conv_0069,Ceramic coating,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Ceramic coating, авто: Lexus RX, телефон: +7 999 169-79-37"
req_0070,conv_0070,Interior dry cleaning,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Interior dry cleaning, авто: Mazda CX-5, телефон: +7 999 170-80-40"
req_0071,conv_0071,Detailing wash,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Detailing wash, авто: Toyota Camry, телефон: +7 999 171-81-43"
req_0072,conv_0072,Window tinting,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Window tinting, авто: Toyota Camry, телефон: +7 999 172-82-46"
req_0073,conv_0073,Chrome delete,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Chrome delete, авто: BMW X5, телефон: +7 999 173-83-49"
req_0074,conv_0074,Chrome delete,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Chrome delete, авто: Hyundai Santa Fe, телефон: +7 999 174-84-52"
req_0075,conv_0075,Chrome delete,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Chrome delete, авто: Lexus RX, телефон: +7 999 175-85-55"
req_0076,conv_0076,Interior dry cleaning,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Interior dry cleaning, авто: Mazda CX-5, телефон: +7 999 176-86-58"
req_0077,conv_0077,Interior dry cleaning,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Interior dry cleaning, авто: Hyundai Santa Fe, телефон: +7 999 177-87-61"
req_0078,conv_0078,Interior dry cleaning,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Interior dry cleaning, авто: Range Rover Sport, телефон: +7 999 178-88-64"
req_0079,conv_0079,Full PPF wrap,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Full PPF wrap, авто: Mercedes-Benz E-Class, телефон: +7 999 179-89-67"
req_0080,conv_0080,Chrome delete,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Chrome delete, авто: Kia K5, телефон: +7 999 180-90-70"
req_0081,conv_0081,Chrome delete,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Chrome delete, авто: Volkswagen Tiguan, телефон: +7 999 181-91-73"
req_0082,conv_0082,Chrome delete,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Chrome delete, авто: Kia K5, телефон: +7 999 182-92-76"
req_0083,conv_0083,Interior dry cleaning,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Interior dry cleaning, авто: Honda Accord 8, телефон: +7 999 183-93-79"
req_0084,conv_0084,Full PPF wrap,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Full PPF wrap, авто: Kia K5, телефон: +7 999 184-94-82"
req_0085,conv_0085,PPF elements,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: PPF elements, авто: Mercedes-Benz E-Class, телефон: +7 999 185-95-85"
req_0086,conv_0086,Window tinting,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Window tinting, авто: Volkswagen Tiguan, телефон: +7 999 186-96-88"
req_0087,conv_0087,Interior dry cleaning,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Interior dry cleaning, авто: Honda Accord 8, телефон: +7 999 187-97-91"
req_0088,conv_0088,Detailing wash,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Detailing wash, авто: Hyundai Santa Fe, телефон: +7 999 188-98-94"
req_0089,conv_0089,Interior dry cleaning,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Interior dry cleaning, авто: Mercedes-Benz E-Class, телефон: +7 999 189-99-97"
req_0090,conv_0090,Window tinting,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Window tinting, авто: Porsche Macan, телефон: +7 999 190-10-10"
req_0091,conv_0091,Full PPF wrap,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Full PPF wrap, авто: Audi A6, телефон: +7 999 191-11-13"
req_0092,conv_0092,Paint correction,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Paint correction, авто: Toyota Camry, телефон: +7 999 192-12-16"
req_0093,conv_0093,Ceramic coating,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Ceramic coating, авто: BMW X5, телефон: +7 999 193-13-19"
req_0094,conv_0094,Full PPF wrap,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Full PPF wrap, авто: Audi A6, телефон: +7 999 194-14-22"
req_0095,conv_0095,Interior dry cleaning,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Interior dry cleaning, авто: Volkswagen Tiguan, телефон: +7 999 195-15-25"
req_0096,conv_0096,Chrome delete,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Chrome delete, авто: Honda Accord 8, телефон: +7 999 196-16-28"
req_0097,conv_0097,Interior dry cleaning,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Interior dry cleaning, авто: Honda Accord 8, телефон: +7 999 197-17-31"
req_0098,conv_0098,Ceramic coating,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Ceramic coating, авто: Kia K5, телефон: +7 999 198-18-34"
req_0099,conv_0099,Interior dry cleaning,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Interior dry cleaning, авто: Skoda Octavia, телефон: +7 999 199-19-37"
req_0100,conv_0100,Ceramic coating,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Ceramic coating, авто: Toyota Camry, телефон: +7 999 200-20-40"
req_0101,conv_0101,Window tinting,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Window tinting, авто: Range Rover Sport, телефон: +7 999 201-21-43"
req_0102,conv_0102,Interior dry cleaning,request_closed,request_closed,service;car;phone,phone;service,car,yes,yes,"Заявка: Interior dry cleaning, авто: Honda Accord 8, телефон: +7 999 202-22-46"
req_0103,conv_0103,Full PPF wrap,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Full PPF wrap, авто: Mazda CX-5, телефон: +7 999 203-23-49"
req_0104,conv_0104,Full PPF wrap,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Full PPF wrap, авто: Porsche Macan, телефон: +7 999 204-24-52"
req_0105,conv_0105,Interior dry cleaning,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Interior dry cleaning, авто: BMW X5, телефон: +7 999 205-25-55"
req_0106,conv_0106,Detailing wash,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Detailing wash, авто: BMW X5, телефон: +7 999 206-26-58"
req_0107,conv_0107,Chrome delete,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Chrome delete, авто: Audi A6, телефон: +7 999 207-27-61"
req_0108,conv_0108,Paint correction,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Paint correction, авто: Porsche Macan, телефон: +7 999 208-28-64"
req_0109,conv_0109,Paint correction,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Paint correction, авто: Mercedes-Benz E-Class, телефон: +7 999 209-29-67"
req_0110,conv_0110,Ceramic coating,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Ceramic coating, авто: Kia K5, телефон: +7 999 210-30-70"
req_0111,conv_0111,Paint correction,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Paint correction, авто: Porsche Macan, телефон: +7 999 211-31-73"
req_0112,conv_0112,Window tinting,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Window tinting, авто: Mercedes-Benz E-Class, телефон: +7 999 212-32-76"
req_0113,conv_0113,Chrome delete,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Chrome delete, авто: Kia K5, телефон: +7 999 213-33-79"
req_0114,conv_0114,Interior dry cleaning,request_closed,request_closed,service;car;phone,phone;service,car,yes,yes,"Заявка: Interior dry cleaning, авто: Range Rover Sport, телефон: +7 999 214-34-82"
req_0115,conv_0115,Paint correction,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Paint correction, авто: Skoda Octavia, телефон: +7 999 215-35-85"
req_0116,conv_0116,PPF elements,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: PPF elements, авто: Mazda CX-5, телефон: +7 999 216-36-88"
req_0117,conv_0117,Window tinting,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Window tinting, авто: Audi A6, телефон: +7 999 217-37-91"
req_0118,conv_0118,Detailing wash,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Detailing wash, авто: Geely Monjaro, телефон: +7 999 218-38-94"
req_0119,conv_0119,Chrome delete,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Chrome delete, авто: Toyota Camry, телефон: +7 999 219-39-97"
req_0120,conv_0120,Ceramic coating,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Ceramic coating, авто: Kia K5, телефон: +7 999 220-40-10"
req_0121,conv_0121,Window tinting,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Window tinting, авто: Volkswagen Tiguan, телефон: +7 999 221-41-13"
req_0122,conv_0122,Detailing wash,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Detailing wash, авто: Mercedes-Benz E-Class, телефон: +7 999 222-42-16"
req_0123,conv_0123,Chrome delete,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Chrome delete, авто: Mercedes-Benz E-Class, телефон: +7 999 223-43-19"
req_0124,conv_0124,PPF elements,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: PPF elements, авто: Skoda Octavia, телефон: +7 999 224-44-22"
req_0125,conv_0125,Ceramic coating,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Ceramic coating, авто: Skoda Octavia, телефон: +7 999 225-45-25"
req_0126,conv_0126,Chrome delete,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Chrome delete, авто: Lexus RX, телефон: +7 999 226-46-28"
req_0127,conv_0127,Window tinting,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Window tinting, авто: BMW X5, телефон: +7 999 227-47-31"
req_0128,conv_0128,Interior dry cleaning,request_closed,request_closed,service;car;phone,car;service,phone,yes,yes,"Заявка: Interior dry cleaning, авто: Range Rover Sport, телефон: +7 999 228-48-34"
req_0129,conv_0129,Window tinting,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Window tinting, авто: Mercedes-Benz E-Class, телефон: +7 999 229-49-37"
req_0130,conv_0130,Ceramic coating,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Ceramic coating, авто: Geely Monjaro, телефон: +7 999 230-50-40"
req_0131,conv_0131,Chrome delete,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Chrome delete, авто: Porsche Macan, телефон: +7 999 231-51-43"
req_0132,conv_0132,Paint correction,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Paint correction, авто: Tesla Model 3, телефон: +7 999 232-52-46"
req_0133,conv_0133,Paint correction,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Paint correction, авто: Kia K5, телефон: +7 999 233-53-49"
req_0134,conv_0134,Detailing wash,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Detailing wash, авто: Volkswagen Tiguan, телефон: +7 999 234-54-52"
req_0135,conv_0135,Detailing wash,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Detailing wash, авто: Toyota Camry, телефон: +7 999 235-55-55"
req_0136,conv_0136,Interior dry cleaning,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Interior dry cleaning, авто: Porsche Macan, телефон: +7 999 236-56-58"
req_0137,conv_0137,Full PPF wrap,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Full PPF wrap, авто: Audi A6, телефон: +7 999 237-57-61"
req_0138,conv_0138,Paint correction,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Paint correction, авто: Tesla Model 3, телефон: +7 999 238-58-64"
req_0139,conv_0139,Chrome delete,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Chrome delete, авто: Audi A6, телефон: +7 999 239-59-67"
req_0140,conv_0140,Detailing wash,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Detailing wash, авто: Hyundai Santa Fe, телефон: +7 999 240-60-70"
req_0141,conv_0141,Full PPF wrap,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Full PPF wrap, авто: Mazda CX-5, телефон: +7 999 241-61-73"
req_0142,conv_0142,Interior dry cleaning,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Interior dry cleaning, авто: Porsche Macan, телефон: +7 999 242-62-76"
req_0143,conv_0143,Paint correction,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Paint correction, авто: BMW X5, телефон: +7 999 243-63-79"
req_0144,conv_0144,Interior dry cleaning,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Interior dry cleaning, авто: Range Rover Sport, телефон: +7 999 244-64-82"
req_0145,conv_0145,Window tinting,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Window tinting, авто: Tesla Model 3, телефон: +7 999 245-65-85"
req_0146,conv_0146,Ceramic coating,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Ceramic coating, авто: Hyundai Santa Fe, телефон: +7 999 246-66-88"
req_0147,conv_0147,Paint correction,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Paint correction, авто: Audi A6, телефон: +7 999 247-67-91"
req_0148,conv_0148,PPF elements,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: PPF elements, авто: Skoda Octavia, телефон: +7 999 248-68-94"
req_0149,conv_0149,Ceramic coating,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Ceramic coating, авто: Skoda Octavia, телефон: +7 999 249-69-97"
req_0150,conv_0150,Paint correction,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Paint correction, авто: Honda Accord 8, телефон: +7 999 250-70-10"
req_0151,conv_0151,Window tinting,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Window tinting, авто: Mercedes-Benz E-Class, телефон: +7 999 251-71-13"
req_0152,conv_0152,Full PPF wrap,request_closed,request_closed,service;car;phone,car;phone;service,,yes,yes,"Заявка: Full PPF wrap, авто: Audi A6, телефон: +7 999 252-72-16"
